"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"26","Isaiah Likely (BAL)","36","60","373","10.4","34","5","3","0","0","0","0","14","73.3","5.2","3.0%"
"27","Cade Otton (TB)","42","65","391","9.3","35","5","2","0","0","0","0","16","72.1","4.5","1.6%"
"28","Darren Waller (NYG)","28","43","388","13.9","34","11","3","0","0","0","0","9","70.8","7.9","98.5%"
"29","Will Dissly (SEA)","34","38","349","10.3","38","2","3","0","0","0","0","15","69.9","4.7","0.4%"
"30","Greg Dulcich (DEN)","33","55","411","12.5","39","9","2","0","0","0","0","10","69.6","7.0","65.0%"
"31","Foster Moreau (NO)","33","54","420","12.7","33","10","2","0","2","0","1","14","68.7","4.9","0.7%"
"32","Jelani Woods (IND)","25","40","312","12.5","36","6","3","0","0","0","0","12","61.7","5.1","3.5%"
"33","Kyle Pitts (ATL)","28","59","356","12.7","33","6","2","0","0","0","0","10","61.6","6.2","95.8%"
"34","Daniel Bellinger (NYG)","30","35","268","8.9","24","2","2","1","2","1","1","11","60.0","5.5","0.7%"
"35","Logan Thomas (WAS)","39","61","323","8.3","27","2","1","0","0","0","0","13","57.8","4.4","2.0%"
"36","Colby Parkinson (SEA)","25","34","322","12.9","39","8","2","0","0","0","0","14","56.7","4.1","0.1%"
"37","Noah Gray (KC)","28","34","299","10.7","27","3","1","1","1","1","0","17","56.0","3.3","0.7%"
"38","Brock Wright (DET)","18","24","216","12.0","51","6","4","0","0","0","0","14","54.6","3.9","0.2%"
"39","MyCole Pruitt (ATL)","16","21","150","9.4","29","2","4","0","0","0","0","10","47.0","4.7","0.0%"
"40","Trey McBride (ARI)","29","39","265","9.1","29","3","1","0","0","0","0","12","47.0","3.9","5.2%"
"41","Harrison Bryant (CLE)","31","42","239","7.7","30","2","1","1","8","0","0","14","46.2","3.3","0.1%"
"42","Kylen Granson (IND)","31","40","302","9.7","32","4","0","1","0","0","0","13","45.7","3.5","0.1%"
"43","C.J. Uzomah (NYJ)","21","27","232","11.0","40","8","2","0","0","0","0","14","45.7","3.3","0.2%"
"44","Mo Alie-Cox (IND)","19","28","189","9.9","34","2","3","0","0","0","1","14","44.4","3.2","0.2%"
"45","Tommy Tremble (CAR)","19","32","174","9.2","29","1","3","0","0","0","1","15","42.9","2.9","0.2%"
"46","Irv Smith Jr. (CIN)","25","36","182","7.3","17","0","2","0","0","0","0","8","42.7","5.3","13.5%"
"47","Jake Ferguson (DAL)","19","22","174","9.2","30","4","2","0","0","0","0","11","38.9","3.5","3.8%"
"48","Jonnu Smith (ATL)","27","38","245","9.1","53","6","0","1","5","0","0","12","38.5","3.2","0.7%"
"49","Adam Trautman (DEN)","18","22","207","11.5","22","2","1","0","0","0","0","13","35.7","2.7","0.1%"
"50","Shane Zylstra (DET)","11","15","60","5.5","14","0","4","0","0","0","0","9","35.5","3.9","0.0%"
"51","Peyton Hendershot (DAL)","11","16","103","9.4","29","2","2","1","2","1","0","12","34.0","2.8","0.2%"
"52","Josh Oliver (MIN)","14","25","149","10.6","40","3","2","0","0","0","0","12","33.9","2.8","0.1%"
"53","Durham Smythe (MIA)","15","20","129","8.6","26","1","1","2","1","1","0","13","32.5","2.5","0.2%"
"54","O.J. Howard (FA)","10","23","145","14.5","26","4","2","0","0","0","0","11","31.5","2.9","0.1%"
"55","Ian Thomas (CAR)","21","30","197","9.4","50","4","0","0","0","0","0","14","30.2","2.2","0.1%"
"56","Connor Heyward (PIT)","12","17","151","12.6","45","4","1","2","27","0","0","15","29.8","2.0","0.2%"
"57","Johnny Mundt (MIN)","19","21","140","7.4","17","0","1","0","0","0","0","13","29.5","2.3","0.1%"
"58","Mitchell Wilcox (CIN)","17","18","139","8.2","19","0","1","0","0","0","0","9","28.4","3.2","0.0%"
"59","Eric Saubert (MIA)","15","24","148","9.9","25","3","1","0","0","0","0","14","28.3","2.0","0.1%"
"60","Cameron Brate (FA)","20","38","174","8.7","21","1","0","0","0","0","0","9","27.4","3.0","2.0%"
"61","Teagan Quitoriano (HOU)","7","14","113","16.1","52","5","2","0","0","0","0","7","26.8","3.8","0.1%"
"62","Jody Fortson (KC)","9","13","108","12.0","40","4","2","0","0","0","1","10","25.3","2.5","0.1%"
"63","Eric Tomlinson (HOU)","9","13","79","8.8","18","0","2","0","0","0","0","9","24.4","2.7","0.0%"
"64","Donald Parham Jr. (LAC)","10","12","130","13.0","24","2","1","0","0","0","0","6","24.0","4.0","0.2%"
"65","John Bates (WAS)","14","22","108","7.7","20","1","1","0","0","0","0","10","23.8","2.4","0.1%"
"66","Marcedes Lewis (CHI)","6","7","66","11.0","31","2","2","0","0","0","0","6","23.6","3.9","0.0%"
"67","James Mitchell (DET)","11","11","113","10.3","22","2","1","0","0","0","0","8","22.8","2.9","0.1%"
"68","Zach Gentry (PIT)","19","23","132","6.9","32","3","0","0","0","0","0","14","22.7","1.6","0.1%"
"69","Albert Okwuegbunam (DEN)","10","18","95","9.5","25","1","1","0","0","0","0","6","20.5","3.4","0.6%"
"70","Brevin Jordan (HOU)","14","28","128","9.1","20","2","0","0","0","0","0","9","19.8","2.2","0.1%"
"71","Tanner Hudson (CIN)","10","15","132","13.2","27","1","0","0","0","0","0","6","18.2","3.0","0.0%"
"72","Dan Arnold (PHI)","9","13","135","15.0","26","3","0","0","0","0","0","11","18.0","1.6","0.1%"
"73","Ross Dwelley (SF)","3","5","105","35.0","56","6","1","0","0","0","0","5","18.0","3.6","0.0%"
"74","Josiah Deguara (GB)","13","15","114","8.8","25","1","0","0","0","0","0","9","17.9","2.0","0.1%"
"75","Jack Stoll (PHI)","11","14","123","11.2","26","2","0","0","0","0","0","10","17.8","1.8","0.1%"
"76","Geoff Swaim (ARI)","12","16","58","4.8","13","0","1","0","0","0","0","12","17.8","1.5","0.0%"
"77","Pharaoh Brown (IND)","12","20","117","9.8","30","2","0","0","0","0","0","9","17.7","2.0","0.0%"
"78","Ko Kieft (TB)","7","10","80","11.4","19","0","1","0","0","0","0","14","17.5","1.3","0.1%"
"79","Quintin Morris (BUF)","8","11","84","10.5","26","1","1","0","0","0","1","9","16.4","1.8","0.0%"
"80","Chris Myarick (NYG)","7","8","65","9.3","23","1","1","0","0","0","0","10","16.0","1.6","0.0%"
"81","Anthony Firkser (NE)","9","13","100","11.1","22","1","0","0","0","0","0","8","14.5","1.8","0.0%"
"82","Brycen Hopkins (LAR)","7","11","109","15.6","22","2","0","0","0","0","0","7","14.4","2.1","0.1%"
"83","Giovanni Ricci (CAR)","8","9","100","12.5","32","2","0","0","0","0","0","11","14.0","1.3","0.0%"
"84","Parker Hesse (ATL)","9","11","89","9.9","22","1","0","0","0","0","0","12","13.4","1.1","0.0%"
"85","Tre' McKitty (LAC)","10","18","72","7.2","12","0","0","0","0","0","0","13","12.2","0.9","0.1%"
"86","Armani Rogers (WAS)","5","6","64","12.8","23","1","0","2","26","0","0","9","11.5","1.3","0.0%"
"87","Grant Calcaterra (PHI)","5","9","81","16.2","40","3","0","0","0","0","0","6","10.6","1.8","0.1%"
"88","Kyle Rudolph (FA)","3","5","28","9.3","12","0","1","0","0","0","0","5","10.3","2.1","0.0%"
"89","Andrew Beck (HOU)","5","11","69","13.8","27","2","0","2","0","0","0","9","9.4","1.0","0.0%"
"90","Blake Bell (KC)","2","2","20","10.0","17","0","1","0","0","0","0","2","9.0","4.5","0.1%"
"91","Nick Vannett (HOU)","6","9","55","9.2","15","0","0","0","0","0","0","7","8.5","1.2","0.0%"
"92","Tyler Kroft (MIA)","4","5","57","14.3","28","1","0","0","0","0","0","6","7.7","1.3","0.1%"
"93","Chris Manhertz (DEN)","6","8","42","7.0","21","1","0","0","0","0","0","8","7.2","0.9","0.0%"
"94","Tyler Mabry (SEA)","1","1","7","7.0","7","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"95","Charlie Kolar (BAL)","4","6","49","12.3","15","0","0","0","0","0","0","1","6.9","6.9","0.1%"
"96","Luke Farrell (JAC)","4","4","40","10.0","15","0","0","0","0","0","0","4","6.0","1.5","0.0%"
"97","Stephen Sullivan (CAR)","2","6","46","23.0","33","2","0","0","0","0","0","8","5.6","0.7","0.0%"
"98","Trevon Wesco (TEN)","2","4","26","13.0","23","1","0","0","0","0","0","6","5.6","0.9","0.1%"
"99","Ryan Griffin (FA)","4","8","26","6.5","18","0","0","0","0","0","0","10","4.6","0.5","0.0%"
"100","Tyler Davis (GB)","4","7","26","6.5","23","1","0","0","0","0","0","11","4.6","0.4","0.0%"
"101","Kendall Blanton (KC)","2","2","35","17.5","28","1","0","0","0","0","0","2","4.5","2.3","0.0%"
"102","Ben Ellefson (FA)","3","3","26","8.7","12","0","0","0","0","0","0","2","4.1","2.1","0.0%"
"103","Stone Smartt (LAC)","4","5","17","4.3","8","0","0","0","0","0","0","3","3.7","1.2","0.0%"
"104","Jesper Horsted (LV)","3","4","19","6.3","9","0","0","0","0","0","0","5","3.4","0.7","0.0%"
"105","Maxx Williams (FA)","3","3","18","6.0","7","0","0","0","0","0","0","3","3.3","1.1","0.0%"
"106","Cole Turner (WAS)","2","9","23","11.5","18","0","0","0","0","0","0","7","3.3","0.5","0.1%"
"107","Stephen Anderson (FA)","3","7","9","3.0","6","0","0","0","0","0","0","9","2.4","0.3","0.0%"
"108","Sean McKeon (DAL)","2","3","11","5.5","10","0","0","0","0","0","0","3","2.1","0.7","0.0%"
"109","Mason Schreck (HOU)","2","2","6","3.0","6","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"110","Devin Asiasi (CIN)","2","4","5","2.5","6","0","0","0","0","0","0","5","1.5","0.3","0.1%"
"111","Jeremy Ruckert (NYJ)","1","2","8","8.0","8","0","0","0","0","0","0","2","1.3","0.7","0.1%"
"112","Tommy Sweeney (NYG)","1","1","7","7.0","7","0","0","0","0","0","0","2","1.2","0.6","0.0%"
"113","Jacob Harris (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","3","1.1","0.4","0.0%"
"114","Richard Rodgers (FA)","1","4","4","4.0","4","0","0","0","0","0","0","3","0.9","0.3","0.0%"
"115","Drew Sample (CIN)","2","2","-2","-1.0","2","0","0","0","0","0","0","2","0.8","0.4","0.1%"
"116","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"117","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Matthew Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"119","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jace Sternberger (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Hakeem Butler (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"122","Kaden Smith (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Daniel Helm (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Brandon Dillon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"126","Alize Mack (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Tommy Hudson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Nick Bowers (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jake Bargas (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Feleipe Franks (ATL)","0","2","0","0","0","0","0","1","0","0","0","5","0.0","0.0","0.0%"
"131","Scotty Washington (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Jared Pinkney (CHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"134","Charlie Woerner (SF)","0","2","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"135","Noah Togiai (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Lawrence Cager (NYG)","13","19","118","9.1","20","1","1","0","0","0","0","6","0.0","0.0","0.0%"
"137","Reggie Gilliam (BUF)","9","11","76","8.4","14","0","1","0","0","0","0","8","0.0","0.0","0.1%"
"138","Rashod Berry (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Dre Miller (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Leroy Watson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Jake Tonges (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Curtis Hodges (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Justin Rigg (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Tucker Fisk (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"150","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Tanner Conner (MIA)","0","3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"152","Gerrit Prince (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Lucas Krull (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"156","Noah Gindorff (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Andrew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Seth Green (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Travis Vokolek (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Johnny Lumpkin (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Jordan Murray (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","E.J. Jenkins (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","La'Michael Pettway (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Thomas Greaney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Brady Russell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Leonard Taylor (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Dalton Kincaid (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.4%"
"176","Luke Schoonmaker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"177","Luke Musgrave (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"178","Tucker Kraft (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"179","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"180","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"182","Ben Sims (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ryan Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Joel Honigford (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Christian Trahan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Griffin Hebert (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Camren McDonald (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Christian Sims (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Michael Ezeike (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Joel Wilson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Dominique Dafney (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"196","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"197","Nick Eubanks (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Miller Forristall (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Matt Bushman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Hunter Kampmoyer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Michael Jacobson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Davis Allen (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Austin Allen (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"207","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Josh Whyle (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Michael Mayer (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7%"
"210","Darnell Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"211","Sam LaPorta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0%"
"212","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Elijah Higgins (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"214","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jimmy Graham (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"222","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jacob Hollister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Darrell Daniels (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"230","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Jordan Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","David Wells (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Kevin Rader (TEN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"234","Ricky Seals-Jones (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Colin Thompson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.2%"
"237","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"238","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"240","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"241","Jesse James (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Nick Boyle (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"243","Lachlan Pitts (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
