"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"25","Marvin Jones Jr. (DET)","51","80","712","14.0","45","10","10","8","65","0","0","16","163.2","10.2","2.6%"
"26","Mike Wallace (FA)","73","141","930","12.7","57","11","5","3","33","0","0","16","162.8","10.2","0.0%"
"27","Marques Colston (FA)","75","110","943","12.6","35","13","5","0","0","0","0","15","161.8","10.8","0.0%"
"28","Riley Cooper (FA)","47","84","835","17.8","63","13","8","0","18","0","0","16","160.8","10.1","0.0%"
"29","Victor Cruz (FA)","73","122","998","13.7","70","10","4","0","0","0","1","14","158.3","11.3","0.1%"
"30","Harry Douglas (FA)","85","132","1,067","12.6","80","13","2","0","0","0","2","16","157.2","9.8","0.0%"
"31","Golden Tate (FA)","64","98","898","14.0","80","12","5","3","31","0","0","16","154.9","9.7","0.0%"
"32","Emmanuel Sanders (FA)","67","112","740","11.0","55","12","6","1","25","0","0","16","148.0","9.3","0.0%"
"33","Terrelle Pryor Sr. (FA)","0","0","0","0","0","0","0","83","576","2","2","11","143.4","13.0","0.0%"
"34","Jerricho Cotchery (FA)","46","76","602","13.1","36","9","10","1","-5","0","0","16","142.7","8.9","0.0%"
"35","Rod Streater (FA)","60","99","888","14.8","66","10","4","2","17","0","1","16","142.5","8.9","0.1%"
"36","Nate Washington (FA)","58","104","919","15.8","77","11","3","0","0","0","0","16","138.9","8.7","0.0%"
"37","Greg Jennings (FA)","68","105","804","11.8","70","11","4","0","0","0","0","15","138.4","9.2","0.0%"
"38","Eddie Royal (FA)","47","67","631","13.4","54","12","8","3","21","0","1","15","134.7","9.0","0.0%"
"39","Doug Baldwin (FA)","50","73","778","15.6","52","14","5","2","6","0","0","16","133.4","8.3","0.0%"
"40","Steve Smith (FA)","64","110","745","11.6","44","4","4","0","0","0","0","15","130.5","8.7","0.0%"
"41","Cecil Shorts (FA)","66","125","777","11.8","59","10","3","0","0","0","0","13","128.7","9.9","0.0%"
"42","James Jones (FA)","59","93","817","13.8","83","12","3","0","0","0","1","14","127.2","9.1","0.0%"
"43","Dwayne Bowe (FA)","57","103","673","11.8","34","9","5","0","0","0","0","15","125.8","8.4","0.0%"
"44","Terrance Williams (FA)","44","74","736","16.7","82","12","5","3","4","0","2","16","124.0","7.8","0.0%"
"45","Denarius Moore (FA)","46","86","695","15.1","73","9","5","0","0","0","0","13","122.5","9.4","0.0%"
"46","Marlon Brown (FA)","49","83","524","10.7","59","6","7","1","-2","0","0","14","120.7","8.6","0.0%"
"47","Brandon LaFell (FA)","49","85","627","12.8","79","5","5","2","15","0","0","16","118.7","7.4","0.0%"
"48","Roddy White (FA)","63","97","711","11.3","39","8","3","0","0","0","1","13","118.6","9.1","0.0%"
"49","Hakeem Nicks (FA)","56","101","896","16.0","57","14","0","0","0","0","0","15","117.6","7.8","0.0%"
"50","DeAndre Hopkins (TEN)","52","91","802","15.4","66","12","2","0","0","0","1","16","116.2","7.3","96.3%"
"51","Rueben Randle (FA)","41","79","611","14.9","37","16","6","0","0","0","1","16","115.6","7.2","0.0%"
"52","Kenny Stills (FA)","32","50","641","20.0","76","7","5","3","10","0","0","16","111.1","6.9","0.0%"
"53","Jarrett Boykin (FA)","49","83","681","13.9","52","10","3","0","0","0","0","16","110.6","6.9","0.0%"
"54","Ted Ginn Jr. (FA)","36","68","556","15.4","47","10","5","4","29","0","0","16","106.5","6.7","0.0%"
"55","Tavon Austin (FA)","40","69","418","10.5","81","5","4","9","151","1","1","13","104.9","8.1","0.0%"
"56","Steve Johnson (FA)","52","101","597","11.5","45","6","3","1","10","0","1","12","104.7","8.7","0.0%"
"57","Jerome Simpson (FA)","48","100","726","15.1","51","12","1","0","0","0","0","16","102.6","6.4","0.0%"
"58","Danny Amendola (FA)","54","83","633","11.7","57","8","2","1","1","0","0","12","102.4","8.5","0.0%"
"59","Robert Woods (HOU)","40","85","587","14.7","57","9","3","2","16","0","0","14","100.3","7.2","4.0%"
"60","Aaron Dobson (FA)","37","72","519","14.0","81","6","4","0","0","0","0","12","94.4","7.9","0.0%"
"61","Jeremy Kerley (FA)","43","72","523","12.2","26","7","3","4","11","0","0","12","92.9","7.7","0.0%"
"62","Randall Cobb (NYJ)","31","47","433","14.0","48","6","4","4","78","0","0","6","90.6","15.1","0.7%"
"63","Donnie Avery (FA)","40","72","596","14.9","51","10","2","2","6","0","1","16","90.2","5.6","0.0%"
"64","Julio Jones (FA)","41","60","580","14.1","81","9","2","1","7","0","1","5","89.2","17.8","7.1%"
"65","Kenbrell Thompkins (FA)","32","69","466","14.6","49","8","4","0","0","0","0","12","86.6","7.2","0.0%"
"66","Ace Sanders (FA)","51","86","484","9.5","51","8","1","2","4","0","0","15","85.1","5.7","0.0%"
"67","Reggie Wayne (FA)","38","58","503","13.2","35","8","2","1","5","0","0","7","83.8","12.0","0.0%"
"68","Austin Pettis (FA)","38","63","399","10.5","31","4","4","0","0","0","0","16","82.9","5.2","0.0%"
"69","Mohamed Sanu Sr. (FA)","47","78","455","9.7","32","4","2","4","16","0","1","16","81.6","5.1","0.0%"
"70","Andre Roberts (FA)","43","76","471","11.0","34","3","2","0","0","0","0","16","80.6","5.0","0.0%"
"71","Tiquan Underwood (FA)","24","46","440","18.3","85","7","4","0","0","0","0","12","80.0","6.7","0.0%"
"72","Greg Little (FA)","41","99","465","11.3","47","4","2","0","0","0","0","16","79.0","4.9","0.0%"
"73","Kris Durham (FA)","38","85","490","12.9","40","7","2","0","0","0","1","16","78.0","4.9","0.0%"
"74","Rishard Matthews (FA)","41","67","448","10.9","29","7","2","0","0","0","0","16","77.3","4.8","0.0%"
"75","Santana Moss (FA)","42","78","452","10.8","28","2","2","3","25","0","2","16","76.7","4.8","0.0%"
"76","Jacoby Jones (FA)","37","67","455","12.3","66","5","2","2","0","0","0","12","76.0","6.3","0.0%"
"77","Jarius Wright (FA)","26","43","434","16.7","42","10","3","0","0","0","0","16","74.4","4.7","0.0%"
"78","Lance Moore (FA)","37","54","457","12.4","44","5","2","0","0","0","1","13","74.2","5.7","0.0%"
"79","Vincent Brown (FA)","41","69","472","11.5","51","3","1","0","0","0","0","16","73.7","4.6","0.0%"
"80","Jason Avant (FA)","38","76","447","11.8","31","9","2","0","0","0","1","16","73.7","4.6","0.0%"
"81","Chris Givens (FA)","34","83","569","16.7","47","13","0","3","8","0","1","16","72.7","4.5","0.0%"
"82","David Nelson (FA)","36","61","423","11.8","31","5","2","0","0","0","0","12","72.3","6.0","0.0%"
"83","Nate Burleson (FA)","39","54","461","11.8","47","8","1","2","-8","0","0","9","70.8","7.9","0.0%"
"84","Mike Brown (FA)","32","56","446","13.9","43","6","2","0","0","0","1","11","70.6","6.4","0.0%"
"85","Leonard Hankerson (FA)","30","50","375","12.5","29","5","3","0","0","0","0","10","70.5","7.1","0.0%"
"86","Davone Bess (FA)","42","86","362","8.6","20","1","2","0","0","0","1","14","69.2","4.9","0.0%"
"87","Jerrel Jernigan (FA)","29","44","329","11.3","30","3","2","2","57","1","1","15","69.1","4.6","0.0%"
"88","Justin Hunter (FA)","18","42","354","19.7","57","5","4","0","0","0","0","14","68.4","4.9","0.0%"
"89","Cole Beasley (NYG)","39","54","368","9.4","23","2","2","0","0","0","0","14","68.3","4.9","0.1%"
"90","Jermaine Kearse (FA)","22","38","346","15.7","43","5","4","0","0","0","1","15","67.6","4.5","0.0%"
"91","Earl Bennett (FA)","32","43","243","7.6","17","0","4","0","0","0","0","15","66.3","4.4","0.0%"
"92","Brandon Gibson (FA)","30","43","326","10.9","46","3","3","0","0","0","0","7","65.6","9.4","0.0%"
"93","Santonio Holmes (FA)","23","59","456","19.8","69","9","1","0","0","0","0","11","63.1","5.7","0.0%"
"94","Justin Blackmon (FA)","29","48","415","14.3","67","4","1","1","-1","0","0","4","61.9","15.5","0.0%"
"95","Andre Holmes (FA)","25","52","431","17.2","40","10","1","0","0","0","0","10","61.6","6.2","0.0%"
"96","Trevor Graham (FA)","23","58","361","15.7","47","6","2","4","14","0","1","16","59.0","3.7","0.0%"
"97","Aldrick Robinson (FA)","18","46","365","20.3","62","5","2","3","-4","0","0","16","57.1","3.6","0.0%"
"98","Darrius Heyward-Bey (FA)","29","64","309","10.7","27","2","1","3","26","0","0","16","56.0","3.5","0.0%"
"99","Marquise Goodwin (CLE)","17","32","283","16.6","59","5","3","3","13","0","1","12","54.1","4.5","0.6%"
"100","Robert Meachem (FA)","16","30","324","20.3","60","5","2","2","-1","0","0","15","52.3","3.5","0.0%"
"101","Brian Quick (FA)","18","34","302","16.8","73","5","2","0","0","0","0","16","51.2","3.2","0.0%"
"102","Stephen Hill (FA)","24","59","342","14.3","51","5","1","0","0","0","1","12","50.2","4.2","0.0%"
"103","Griff Whalen (FA)","24","40","259","10.8","25","3","2","0","0","0","0","9","49.9","5.5","0.0%"
"104","Kevin Ogletree (FA)","21","45","269","12.8","43","4","2","0","0","0","0","16","49.4","3.1","0.0%"
"105","Andre Caldwell (FA)","16","29","200","12.5","36","2","3","1","7","0","0","16","46.7","2.9","0.0%"
"106","Sidney Rice (FA)","15","35","231","15.4","31","5","3","0","0","0","1","8","46.6","5.8","0.0%"
"107","Keshawn Martin (FA)","22","40","253","11.5","32","3","2","0","0","0","1","16","46.3","2.9","0.0%"
"108","Mike Williams (FA)","22","40","216","9.8","28","1","2","0","0","0","0","6","44.6","7.4","0.0%"
"109","Michael Crabtree (FA)","19","33","284","14.9","60","3","1","0","0","0","0","5","43.9","8.8","0.0%"
"110","Stedman Bailey (FA)","17","25","226","13.3","28","2","0","2","33","1","0","16","40.4","2.5","0.0%"
"111","Kerry Taylor (FA)","22","34","229","10.4","17","0","1","0","0","0","0","10","39.9","4.0","0.0%"
"112","Drew Davis (FA)","12","17","216","18.0","59","5","2","0","0","0","0","16","39.6","2.5","0.0%"
"113","Da'Rick Rogers (FA)","14","23","192","13.7","69","1","2","1","0","0","0","5","38.2","7.6","0.0%"
"114","Tandon Doss (FA)","19","36","305","16.1","63","6","0","0","0","0","1","15","38.0","2.5","0.0%"
"115","Miles Austin (FA)","24","49","244","10.2","20","1","0","0","0","0","0","11","36.4","3.3","0.0%"
"116","Darius Johnson (FA)","22","43","210","9.5","17","0","1","0","0","0","1","10","36.0","3.6","0.0%"
"117","LaVon Brazill (FA)","12","27","161","13.4","29","1","2","0","0","0","0","10","34.1","3.4","0.0%"
"118","Josh Morgan (FA)","20","33","214","10.7","21","1","0","2","13","0","0","14","32.7","2.3","0.0%"
"119","Junior Hemingway (FA)","13","19","125","9.6","24","1","2","0","0","0","1","16","29.0","1.8","0.0%"
"120","Andrew Hawkins (FA)","12","18","199","16.6","50","4","0","2","3","0","0","8","26.2","3.3","0.0%"
"121","Jaron Brown (FA)","11","18","140","12.7","32","1","1","0","0","0","0","16","25.5","1.6","0.0%"
"122","Damian Williams (FA)","15","23","178","11.9","32","3","0","0","0","0","1","10","23.3","2.3","0.0%"
"123","Dwayne Harris (FA)","9","14","80","8.9","24","1","2","1","6","0","1","13","23.1","1.8","0.0%"
"124","DeVier Posey (FA)","15","25","155","10.3","42","1","0","0","0","0","0","14","23.0","1.6","0.0%"
"125","Marcus Thigpen (FA)","8","11","97","12.1","50","1","1","6","18","0","0","16","21.5","1.3","0.0%"
"126","Kyle Williams (FA)","12","27","113","9.4","16","0","0","2","23","0","0","10","19.6","2.0","0.0%"
"127","Greg Salas (FA)","8","13","143","17.9","44","3","0","0","0","0","0","8","18.3","2.3","0.0%"
"128","Michael Preston (FA)","5","7","37","7.4","10","0","2","0","0","0","0","7","18.2","2.6","0.0%"
"129","Edmond Gates (FA)","12","24","122","10.2","34","1","0","0","0","0","0","6","18.2","3.0","0.0%"
"130","Brandon Stokley (FA)","13","21","115","8.8","18","0","0","0","0","0","0","6","18.0","3.0","0.0%"
"131","Malcom Floyd (FA)","6","11","149","24.8","47","3","0","0","0","0","0","2","17.9","9.0","0.0%"
"132","Chris Owusu (FA)","13","20","114","8.8","20","1","0","0","0","0","0","9","17.9","2.0","0.0%"
"133","Jeremy Ross (FA)","6","12","67","11.2","19","0","1","2","40","0","1","13","17.7","1.4","0.0%"
"134","A.J. Jenkins (FA)","8","17","130","16.3","48","3","0","2","6","0","0","16","17.6","1.1","0.0%"
"135","Josh Boyce (FA)","9","19","121","13.4","30","3","0","0","0","0","0","9","16.6","1.8","0.0%"
"136","Jacoby Ford (FA)","13","24","99","7.6","22","1","0","5","15","0","1","14","15.9","1.1","0.0%"
"137","Brittan Golden (FA)","4","10","136","34.0","63","2","0","0","0","0","0","5","15.6","3.1","0.0%"
"138","Travis Benjamin (FA)","5","13","105","21.0","39","4","0","1","45","0","1","8","15.5","1.9","0.0%"
"139","Kenny Britt (FA)","11","35","96","8.7","15","0","0","0","0","0","0","12","15.1","1.3","0.0%"
"140","Domenik Hixon (FA)","7","9","55","7.9","14","0","1","0","0","0","0","15","15.0","1.0","0.0%"
"141","Brice Butler (FA)","9","17","103","11.4","29","2","0","0","0","0","0","10","14.8","1.5","0.0%"
"142","Jeff Maehl (FA)","4","9","67","16.8","37","1","1","0","0","0","0","16","14.7","0.9","0.0%"
"143","Deonte Thompson (FA)","10","19","96","9.6","33","1","0","0","0","0","0","7","14.6","2.1","0.0%"
"144","Seyi Ajirotutu (FA)","3","4","64","21.3","26","2","1","0","0","0","0","14","13.9","1.0","0.0%"
"145","Chris Hogan (FA)","10","17","83","8.3","16","0","0","0","0","0","0","16","13.3","0.8","0.0%"
"146","Mario Manningham (FA)","9","23","85","9.4","14","0","0","0","0","0","0","6","13.0","2.2","0.0%"
"147","Ryan Broyles (FA)","8","14","85","10.6","22","1","0","0","0","0","0","6","12.5","2.1","0.0%"
"148","Myles White (FA)","9","12","66","7.3","15","0","0","0","0","0","0","7","11.1","1.6","0.0%"
"149","Stephen Burton (FA)","8","13","76","9.5","22","1","0","1","-9","0","0","4","10.7","2.7","0.0%"
"150","Louis Murphy (FA)","6","13","37","6.2","8","0","1","0","0","0","1","14","10.7","0.8","0.0%"
"151","Marlon Moore (FA)","7","15","62","8.9","13","0","0","1","9","0","0","14","10.6","0.8","0.0%"
"152","Josh Cooper (FA)","9","14","60","6.7","16","0","0","0","0","0","0","5","10.5","2.1","0.0%"
"153","Ricardo Lockette (FA)","5","7","82","16.4","33","2","0","1","-2","0","0","8","10.5","1.3","0.0%"
"154","Markus Wheaton (FA)","6","13","64","10.7","21","1","0","0","0","0","0","12","9.4","0.8","0.0%"
"155","Austin Collie (FA)","6","11","63","10.5","19","0","0","0","0","0","0","7","9.3","1.3","0.0%"
"156","Dane Sanzenbacher (FA)","6","8","61","10.2","23","1","0","0","0","0","0","10","9.1","0.9","0.0%"
"157","Derek Moye (FA)","2","6","20","10.0","19","0","1","0","0","0","0","7","9.0","1.3","0.0%"
"158","Nick Toon (FA)","4","12","68","17.0","35","1","0","0","0","0","0","8","8.8","1.1","0.0%"
"159","Josh Cribbs (FA)","2","2","6","3.0","5","0","0","13","55","0","0","6","8.6","1.4","0.0%"
"160","Quinton Patton (FA)","3","5","34","11.3","29","1","0","1","26","0","0","6","7.5","1.3","0.2%"
"161","Pat Edwards (FA)","5","11","46","9.2","11","0","0","0","0","0","0","4","7.1","1.8","0.0%"
"162","Eric Page (FA)","4","9","68","17.0","30","2","0","2","14","0","2","16","6.2","0.4","0.0%"
"163","Lestar Jean (FA)","4","8","35","8.8","11","0","0","0","0","0","0","13","5.5","0.4","0.0%"
"164","Juron Criner (FA)","3","8","32","10.7","20","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"165","Jon Baldwin (FA)","3","9","28","9.3","15","0","0","0","0","0","0","7","4.3","0.6","0.0%"
"166","Lamaar Thomas (FA)","2","3","31","15.5","18","0","0","0","0","0","0","2","4.1","2.1","0.0%"
"167","Brad Smith (FA)","2","2","27","13.5","14","0","0","2","2","0","0","6","3.9","0.7","0.0%"
"168","Skye Dawson (FA)","2","7","12","6.0","9","0","0","2","15","0","0","7","3.7","0.5","0.0%"
"169","Jeremy Ebert (FA)","3","8","18","6.0","8","0","0","0","0","0","0","5","3.3","0.7","0.0%"
"170","Chad Hall (FA)","2","7","20","10.0","11","0","0","0","0","0","0","9","3.0","0.3","0.0%"
"171","Marquess Wilson (FA)","2","3","13","6.5","10","0","0","0","0","0","0","10","2.3","0.2","0.0%"
"172","Marcus Easley (FA)","2","5","13","6.5","9","0","0","0","0","0","0","16","2.3","0.1","0.0%"
"173","Percy Harvin (FA)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"174","Kassim Osgood (FA)","1","1","17","17.0","17","0","0","0","0","0","0","14","2.2","0.2","0.0%"
"175","Brian Tyms (FA)","2","5","12","6.0","6","0","0","0","0","0","0","7","2.2","0.3","0.0%"
"176","Tori Gurley (FA)","1","3","15","15.0","15","0","0","0","0","0","0","3","2.0","0.7","0.0%"
"177","Kevin Cone (FA)","1","1","12","12.0","12","0","0","0","0","0","0","16","1.7","0.1","0.0%"
"178","Armanti Edwards (FA)","1","5","10","10.0","10","0","0","1","0","0","0","6","1.5","0.3","0.0%"
"179","Eric Weems (FA)","1","2","8","8.0","8","0","0","0","0","0","0","16","1.3","0.1","0.0%"
"180","Ben Obomanu (FA)","1","1","8","8.0","8","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"181","Brandon Tate (FA)","1","2","6","6.0","6","0","0","0","0","0","0","16","1.1","0.1","0.0%"
"182","David Reed (FA)","1","3","2","2.0","2","0","0","0","0","0","0","7","0.7","0.1","0.0%"
"183","Damaris Johnson (FA)","2","3","14","7.0","8","0","0","0","0","0","1","13","0.4","0.0","0.0%"
"184","Nick Williams (FA)","3","11","15","5.0","6","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"185","Julian Talley (FA)","0","2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"186","Justin Veltung (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"187","Ryan Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"188","Michael Campbell (FA)","0","2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"189","James Wright (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"190","John Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"191","Micheal Spurlock (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"192","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"193","Lavelle Hawkins (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"194","Brian Robiskie (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Lance Lewis (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"196","B.J. Cunningham (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"197","Marvin McNutt (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"198","Josh Bellamy (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"199","Ryan Spadola (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"200","Tobais Palmer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Duke Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"202","Joe Anderson (FA)","0","1","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"203","Rodney Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"204","Chris Harper (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"205","Russell Shepard (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"206","Stephen Williams (FA)","0","4","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"207","Bryan Walters (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"208","Ryan Whalen (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"209","J.J. Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"210","Tyrell Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"211","Saalim Hakim (FA)","0","1","0","0","0","0","0","2","-3","0","0","3","-0.3","-0.1","0.0%"
"212","Greg Jenkins (FA)","0","1","0","0","0","0","0","0","0","0","1","6","-2.0","-0.3","0.0%"
"213","Devon Wylie (FA)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"214","Devin Hester (FA)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.4%"
"215","Trindon Holliday (FA)","0","0","0","0","0","0","0","1","7","0","2","15","-3.3","-0.2","0.0%"
""
""
